t	shot_max_conf	shot_n	goal_max_conf
309	0.4929	1	0.9479
310	0.7566	1	0.9215
311	0.2191	2	0.8886
312	0.4225	1	0.8878
313	0.5123	1	0.9012
314	0.6542	1	0.8653
315	0.7488	1	0.8910
316	0.0000	0	0.0000
317	0.0000	0	0.0000
318	0.3786	1	0.8712
319	0.6514	1	0.9208
320	0.7673	1	0.9192
321	0.7785	1	0.8862
322	0.7198	3	0.7766
323	0.2469	1	0.8865
324	0.0862	1	0.8949
325	0.4805	1	0.9092
326	0.2670	1	0.8681
327	0.0754	1	0.8872
328	0.3210	1	0.8767
329	0.0938	1	0.8980
330	0.0000	0	0.8943
331	0.0000	0	0.8977
332	0.1086	1	0.9097
333	0.1310	1	0.9023
334	0.3158	1	0.9172
335	0.0766	1	0.9007
336	0.0000	0	0.9092
337	0.1476	1	0.9197
338	0.2575	1	0.9084
339	0.3513	1	0.8901
340	0.2912	1	0.8387
341	0.6304	2	0.8462
342	0.6144	1	0.8218
343	0.1059	1	0.8979
344	0.4994	1	0.9043
345	0.1995	1	0.8883
346	0.2513	1	0.8667
347	0.0000	0	0.8468
348	0.8446	2	0.8885
349	0.5280	3	0.7836
350	0.2465	1	0.7483
351	0.0000	0	0.1248
352	0.0000	0	0.0744
353	0.0000	0	0.0000
354	0.0000	0	0.4603
355	0.1442	1	0.7163
356	0.1149	2	0.8355
357	0.0000	0	0.6795
358	0.0000	0	0.8036
359	0.0000	0	0.0000
360	0.0000	0	0.7823
361	0.0000	0	0.8409
362	0.0000	0	0.0943
363	0.3150	1	0.5889
364	0.0921	2	0.7506
365	0.2030	1	0.8268
366	0.3128	1	0.8453
367	0.5846	1	0.7900
368	0.3487	1	0.7941
369	0.6587	1	0.8172
370	0.3022	1	0.7954
371	0.0000	0	0.6649
372	0.0718	1	0.5346
373	0.0000	0	0.0000
374	0.0000	0	0.8255
375	0.5631	1	0.8329
376	0.3005	1	0.5851
377	0.2019	1	0.8655
378	0.0000	0	0.0000
379	0.0000	0	0.0000
380	0.7963	1	0.8760
381	0.6137	1	0.8966
382	0.5751	1	0.8971
383	0.6135	1	0.8741
384	0.3228	1	0.9200
385	0.6579	1	0.9034
386	0.7606	1	0.9024
387	0.5416	1	0.8892
388	0.7920	1	0.9155
389	0.4214	1	0.9129
390	0.1926	1	0.9437
391	0.2386	1	0.9190
392	0.2586	1	0.9228
393	0.2056	1	0.9285
394	0.4860	1	0.8373
395	0.0773	1	0.8516
396	0.0000	0	0.9081
397	0.0000	0	0.9218
398	0.0730	1	0.9249
399	0.1146	1	0.8980
400	0.1778	1	0.8898
401	0.2335	1	0.9059
402	0.0950	1	0.8986
403	0.1618	1	0.9055
404	0.2244	1	0.8937
405	0.0608	1	0.8807
406	0.5801	2	0.8724
407	0.2709	1	0.8944
408	0.0621	1	0.8992
409	0.2535	1	0.9150
410	0.1694	1	0.9151
411	0.3998	1	0.9039
412	0.6258	1	0.8693
413	0.5118	1	0.8909
414	0.4785	1	0.9199
415	0.5264	1	0.8780
416	0.6426	1	0.9366
417	0.2475	2	0.8650
418	0.5303	1	0.8814
419	0.4043	2	0.9083
420	0.4071	2	0.8988
421	0.3482	1	0.9393
422	0.7756	1	0.9343
423	0.1485	1	0.9257
424	0.5884	1	0.9195
425	0.2776	1	0.8267
426	0.0000	0	0.4130
427	0.7188	1	0.8506
428	0.3405	1	0.9127
429	0.3034	1	0.9342
430	0.3075	1	0.9451
431	0.6726	1	0.9126
432	0.6966	1	0.9109
433	0.5463	1	0.8935
434	0.0000	0	0.9136
435	0.0000	0	0.9091
436	0.0551	1	0.9072
437	0.3067	2	0.8610
438	0.0000	0	0.8985
439	0.2507	1	0.9073
440	0.2692	1	0.8627
441	0.0878	1	0.8945
442	0.1710	1	0.8760
443	0.2072	1	0.8202
444	0.2640	1	0.8046
445	0.2580	1	0.8741
446	0.7077	1	0.9003
447	0.0000	0	0.0000
448	0.0000	0	0.0000
449	0.0000	0	0.0000
450	0.0000	0	0.0000
451	0.7511	1	0.8954
452	0.6430	1	0.8627
453	0.4573	1	0.6900
454	0.8545	1	0.8242
455	0.8600	1	0.9153
456	0.7330	1	0.9328
457	0.6579	1	0.9192
458	0.0000	0	0.0000
459	0.0000	0	0.0000
460	0.0000	0	0.0000
461	0.0000	0	0.0000
