t	shot_max_conf	shot_n	goal_max_conf
0	0.0000	0	0.0000
1	0.0000	0	0.0000
2	0.0000	0	0.0000
3	0.0000	0	0.0000
4	0.0000	0	0.0000
5	0.0000	0	0.0000
6	0.0000	0	0.0000
7	0.0000	0	0.0000
8	0.0000	0	0.0000
9	0.0000	0	0.0000
10	0.4636	1	0.2681
11	0.0000	0	0.1103
12	0.0000	0	0.0000
13	0.0000	0	0.0000
14	0.0950	1	0.1956
15	0.0000	0	0.0000
16	0.0000	0	0.0000
17	0.0000	0	0.0000
18	0.0000	0	0.0000
19	0.0000	0	0.0000
20	0.0000	0	0.0000
21	0.0000	0	0.0000
22	0.1102	1	0.0582
23	0.0000	0	0.0000
24	0.0000	0	0.0000
25	0.0000	0	0.0000
26	0.0000	0	0.0000
27	0.0000	0	0.0514
28	0.0000	0	0.0000
29	0.0000	0	0.0000
30	0.0000	0	0.6048
31	0.0000	0	0.0991
32	0.0000	0	0.0000
33	0.0000	0	0.0000
34	0.0000	0	0.0000
35	0.0000	0	0.0000
36	0.0000	0	0.0000
37	0.0000	0	0.2518
38	0.0000	0	0.0000
39	0.0000	0	0.0000
40	0.0000	0	0.0000
41	0.0000	0	0.0000
42	0.0000	0	0.0000
43	0.0000	0	0.0000
44	0.0000	0	0.0000
45	0.0000	0	0.0000
46	0.0000	0	0.0000
47	0.0000	0	0.0000
48	0.0000	0	0.0000
49	0.0000	0	0.0000
50	0.0000	0	0.0000
51	0.0000	0	0.0000
52	0.0000	0	0.0000
53	0.0000	0	0.0000
54	0.0000	0	0.0000
55	0.0000	0	0.0000
56	0.0000	0	0.0000
57	0.0000	0	0.0959
58	0.0000	0	0.0000
59	0.0000	0	0.0000
60	0.0000	0	0.0000
61	0.0000	0	0.0000
62	0.0000	0	0.0000
63	0.0000	0	0.0000
64	0.0000	0	0.0000
65	0.0000	0	0.0000
66	0.0000	0	0.1688
67	0.0000	0	0.0000
68	0.0000	0	0.0000
69	0.0000	0	0.0000
70	0.0000	0	0.0000
71	0.3347	1	0.7435
72	0.5142	1	0.5147
73	0.0000	0	0.0000
74	0.0000	0	0.0000
75	0.0000	0	0.0000
76	0.0000	0	0.0000
77	0.0000	0	0.0000
78	0.0000	0	0.0000
79	0.0000	0	0.0000
80	0.0000	0	0.0000
81	0.0000	0	0.0000
82	0.0000	0	0.0884
83	0.0000	0	0.1245
84	0.0000	0	0.0000
85	0.0000	0	0.1147
86	0.0000	0	0.0000
87	0.0000	0	0.0000
88	0.1295	1	0.3245
89	0.0000	0	0.0000
90	0.0000	0	0.0000
91	0.0000	0	0.0000
92	0.1740	1	0.3821
93	0.0000	0	0.0000
94	0.0000	0	0.0000
95	0.0000	0	0.0000
96	0.0000	0	0.0000
97	0.0000	0	0.0000
98	0.0000	0	0.0000
99	0.0000	0	0.0741
100	0.0000	0	0.1376
101	0.0000	0	0.0000
102	0.0000	0	0.0000
103	0.0000	0	0.0000
104	0.0000	0	0.0000
105	0.0000	0	0.0000
106	0.0000	0	0.0000
107	0.0000	0	0.0000
108	0.0000	0	0.0000
109	0.0000	0	0.0000
110	0.0000	0	0.0000
111	0.0000	0	0.0000
112	0.0000	0	0.3672
113	0.0000	0	0.0000
114	0.1555	1	0.2423
115	0.0910	1	0.1047
116	0.0000	0	0.0000
117	0.0000	0	0.0000
118	0.0000	0	0.0000
119	0.0000	0	0.1643
120	0.0000	0	0.2040
121	0.0000	0	0.0000
122	0.0000	0	0.0000
123	0.0000	0	0.0000
124	0.0000	0	0.0000
125	0.0000	0	0.0000
126	0.0000	0	0.0000
127	0.0000	0	0.0000
128	0.0000	0	0.0000
129	0.0000	0	0.0000
130	0.0000	0	0.2140
131	0.0000	0	0.0000
132	0.0000	0	0.0000
133	0.0000	0	0.0000
134	0.0000	0	0.0000
135	0.0000	0	0.0765
136	0.0000	0	0.0000
137	0.0000	0	0.0000
138	0.0000	0	0.0000
139	0.0000	0	0.0000
140	0.0000	0	0.0000
141	0.0000	0	0.0000
142	0.0000	0	0.0000
143	0.0000	0	0.0000
144	0.0000	0	0.0545
145	0.0000	0	0.0757
146	0.0000	0	0.0654
147	0.0000	0	0.0671
148	0.0000	0	0.0000
149	0.0000	0	0.0000
150	0.0000	0	0.0568
151	0.0000	0	0.2036
152	0.0000	0	0.0706
153	0.0000	0	0.1076
154	0.0000	0	0.0000
155	0.0000	0	0.0000
156	0.0000	0	0.0000
157	0.1910	1	0.3481
158	0.0000	0	0.0000
159	0.0000	0	0.0000
160	0.0000	0	0.0000
161	0.0000	0	0.0000
162	0.0000	0	0.0000
163	0.0000	0	0.1565
164	0.0000	0	0.0000
165	0.0000	0	0.0000
166	0.0000	0	0.0000
167	0.0000	0	0.0547
168	0.0000	0	0.0000
169	0.0000	0	0.3131
170	0.0000	0	0.0000
171	0.0000	0	0.0000
172	0.0000	0	0.0000
173	0.0000	0	0.0000
174	0.0000	0	0.0000
175	0.0000	0	0.0000
176	0.0000	0	0.0000
177	0.0000	0	0.0000
178	0.0000	0	0.5001
179	0.0000	0	0.0000
180	0.0000	0	0.0000
181	0.0000	0	0.0000
182	0.0000	0	0.0000
183	0.0000	0	0.0000
184	0.0000	0	0.0000
185	0.0000	0	0.0000
186	0.0000	0	0.2431
187	0.0000	0	0.0000
188	0.0000	0	0.0752
189	0.0000	0	0.0000
190	0.0000	0	0.1565
191	0.0000	0	0.0000
192	0.0000	0	0.0000
193	0.0000	0	0.0985
194	0.0000	0	0.0000
195	0.0000	0	0.0674
196	0.0000	0	0.0000
197	0.0000	0	0.0000
198	0.2943	1	0.2960
199	0.0000	0	0.0000
200	0.0000	0	0.0000
201	0.0000	0	0.0000
202	0.0000	0	0.1304
203	0.0000	0	0.0653
204	0.0000	0	0.0826
205	0.0000	0	0.0724
206	0.0000	0	0.0000
207	0.0000	0	0.0870
208	0.0000	0	0.0000
209	0.0000	0	0.0000
210	0.0000	0	0.0000
211	0.0000	0	0.0530
212	0.0000	0	0.0698
213	0.0000	0	0.0728
214	0.0000	0	0.0000
215	0.1695	1	0.0000
216	0.0000	0	0.0000
217	0.0000	0	0.0000
218	0.0000	0	0.0000
219	0.0000	0	0.0000
220	0.0000	0	0.0000
221	0.0000	0	0.0000
222	0.0000	0	0.0502
223	0.0000	0	0.0000
224	0.0000	0	0.0000
225	0.0000	0	0.0000
226	0.0000	0	0.0000
227	0.0000	0	0.0000
228	0.0000	0	0.0000
229	0.0000	0	0.0546
230	0.0000	0	0.0000
231	0.0000	0	0.0000
232	0.6141	1	0.5104
233	0.0000	0	0.0000
234	0.0000	0	0.0000
235	0.0000	0	0.0952
236	0.0000	0	0.0000
237	0.0000	0	0.0000
238	0.0000	0	0.0000
239	0.0000	0	0.0000
240	0.0000	0	0.0000
241	0.0000	0	0.0000
242	0.0763	1	0.2539
243	0.0000	0	0.0000
244	0.0000	0	0.1583
245	0.0000	0	0.0000
246	0.0000	0	0.4200
247	0.0000	0	0.0000
248	0.0000	0	0.0000
249	0.0000	0	0.3152
250	0.0000	0	0.0000
251	0.0000	0	0.0000
252	0.0000	0	0.0000
253	0.3328	1	0.4600
