t	shot_max_conf	shot_n	goal_max_conf
0	0.0000	0	0.0000
1	0.0000	0	0.0000
2	0.0000	0	0.0000
3	0.3777	1	0.1952
4	0.2408	1	0.1690
5	0.1176	1	0.0609
6	0.0785	1	0.0580
7	0.0980	1	0.0000
8	0.1384	1	0.0889
9	0.0000	0	0.0000
10	0.0000	0	0.0000
11	0.0000	0	0.0000
12	0.0000	0	0.4550
13	0.0000	0	0.0000
14	0.0000	0	0.0000
15	0.0000	0	0.2498
16	0.1850	1	0.1327
17	0.1678	2	0.5694
18	0.0785	1	0.7013
19	0.0000	0	0.0000
20	0.4653	1	0.7340
21	0.0000	0	0.4374
22	0.0559	1	0.6163
23	0.0000	0	0.3640
24	0.0000	0	0.0000
25	0.0000	0	0.0000
26	0.0000	0	0.0769
27	0.0000	0	0.1130
28	0.3684	1	0.4958
29	0.0822	1	0.0939
30	0.0000	0	0.0000
31	0.0000	0	0.0522
32	0.0000	0	0.0000
33	0.0000	0	0.0000
34	0.0538	1	0.1237
35	0.0000	0	0.0628
36	0.0000	0	0.0000
37	0.0000	0	0.0681
38	0.6732	1	0.7000
39	0.4891	1	0.4035
40	0.2128	1	0.6600
41	0.6549	1	0.7622
42	0.6485	1	0.8256
43	0.5335	1	0.8207
44	0.6898	1	0.8524
45	0.0000	0	0.0948
46	0.2130	1	0.3945
47	0.0000	0	0.0000
48	0.0000	0	0.0000
49	0.7226	1	0.6489
50	0.0000	0	0.0000
51	0.0000	0	0.6937
52	0.0000	0	0.0519
53	0.2196	1	0.5286
54	0.1257	1	0.0540
55	0.5705	1	0.5057
56	0.5049	1	0.6829
57	0.0000	0	0.7582
58	0.0000	0	0.1999
59	0.0000	0	0.0000
60	0.0000	0	0.0000
61	0.0000	0	0.0000
62	0.0000	0	0.1819
63	0.0000	0	0.0000
64	0.0000	0	0.0000
65	0.0000	0	0.0000
66	0.0000	0	0.0697
67	0.0000	0	0.0000
68	0.0000	0	0.1386
69	0.4240	1	0.6534
70	0.6977	1	0.6325
71	0.0000	0	0.2911
72	0.0000	0	0.3100
73	0.0000	0	0.2598
74	0.0000	0	0.3229
75	0.0000	0	0.0947
76	0.0000	0	0.0716
77	0.0000	0	0.4727
78	0.1244	1	0.1267
79	0.0660	1	0.0798
80	0.0000	0	0.0713
81	0.0725	1	0.0000
82	0.0000	0	0.0000
83	0.0000	0	0.0000
84	0.0633	1	0.1551
85	0.6185	1	0.6109
86	0.6613	2	0.8464
87	0.3935	1	0.1728
88	0.4027	1	0.7016
89	0.1367	1	0.3651
90	0.0000	0	0.0000
91	0.1118	1	0.5696
92	0.0000	0	0.0511
93	0.0000	0	0.0000
94	0.0000	0	0.0000
95	0.0000	0	0.0000
96	0.0000	0	0.0675
97	0.0689	1	0.0922
98	0.0000	0	0.0000
99	0.0000	0	0.0000
100	0.0000	0	0.0000
101	0.0000	0	0.2746
102	0.0000	0	0.1527
103	0.0000	0	0.0518
104	0.0000	0	0.0000
105	0.0000	0	0.0000
106	0.0000	0	0.0000
107	0.1242	1	0.2549
108	0.0000	0	0.0000
109	0.0910	1	0.1295
110	0.1752	1	0.1734
111	0.0000	0	0.0645
112	0.0000	0	0.0000
113	0.0000	0	0.0000
114	0.0000	0	0.0898
115	0.0591	1	0.1009
116	0.1599	1	0.0561
117	0.0000	0	0.8581
118	0.1427	1	0.7826
119	0.0000	0	0.0786
120	0.3584	1	0.2483
121	0.0000	0	0.0000
122	0.0821	1	0.2997
123	0.0000	0	0.1177
124	0.0000	0	0.0000
125	0.0000	0	0.0000
126	0.0000	0	0.0000
127	0.0000	0	0.0000
128	0.0000	0	0.0000
129	0.1405	2	0.6527
130	0.0000	0	0.2435
131	0.0804	1	0.4953
132	0.0000	0	0.2537
133	0.0000	0	0.1527
134	0.0000	0	0.0743
135	0.0000	0	0.0000
136	0.0000	0	0.0000
137	0.0000	0	0.2700
138	0.0000	0	0.0668
139	0.0503	1	0.0000
140	0.0000	0	0.5787
141	0.0000	0	0.4281
142	0.0000	0	0.0000
143	0.0000	0	0.0000
144	0.5311	1	0.3957
145	0.7539	1	0.7519
146	0.0000	0	0.0000
147	0.0000	0	0.0000
148	0.0000	0	0.0000
149	0.0000	0	0.0000
150	0.0000	0	0.0000
151	0.0000	0	0.0000
152	0.0000	0	0.0000
153	0.0000	0	0.0000
154	0.0000	0	0.6092
155	0.0000	0	0.0000
156	0.0602	1	0.1949
157	0.0000	0	0.0555
158	0.0000	0	0.0948
159	0.1838	1	0.2615
160	0.6407	1	0.7032
161	0.0000	0	0.0802
162	0.0800	1	0.4252
163	0.0000	0	0.1620
164	0.0000	0	0.2361
165	0.0000	0	0.0000
166	0.6486	1	0.8510
167	0.6507	1	0.8275
168	0.2220	1	0.4263
169	0.2317	1	0.7102
170	0.0959	1	0.3738
171	0.0580	1	0.0905
172	0.0000	0	0.0575
173	0.0000	0	0.1513
174	0.0000	0	0.0000
175	0.0000	0	0.0000
176	0.0000	0	0.0000
177	0.2638	1	0.6296
178	0.0000	0	0.0844
179	0.0000	0	0.0000
180	0.0000	0	0.1070
181	0.0000	0	0.1556
182	0.0000	0	0.0000
183	0.4998	1	0.8190
184	0.0000	0	0.0000
185	0.6381	1	0.8548
186	0.8159	1	0.9022
187	0.1445	1	0.6744
188	0.0000	0	0.0000
189	0.0000	0	0.0000
190	0.0000	0	0.1969
191	0.6233	1	0.5681
192	0.2075	1	0.0612
193	0.0938	1	0.2010
194	0.4436	2	0.3992
195	0.6727	1	0.7810
196	0.6112	1	0.4932
197	0.0000	0	0.0000
198	0.0000	0	0.0000
199	0.0000	0	0.1680
200	0.0661	1	0.1064
201	0.0000	0	0.0000
202	0.0000	0	0.0000
203	0.0000	0	0.0000
204	0.0000	0	0.0000
205	0.0000	0	0.0000
206	0.0855	2	0.1444
207	0.4718	1	0.5397
208	0.5147	1	0.7432
209	0.5560	1	0.7942
210	0.2258	1	0.6183
211	0.1416	1	0.3406
212	0.0880	1	0.0522
213	0.0000	0	0.0000
214	0.7913	1	0.8680
215	0.0000	0	0.0000
216	0.4871	1	0.7617
217	0.0000	0	0.2804
218	0.0000	0	0.1370
219	0.6826	1	0.9093
220	0.8414	1	0.7948
221	0.6842	1	0.6580
222	0.1917	2	0.0747
223	0.3962	1	0.1093
224	0.7365	2	0.6520
225	0.1817	1	0.2454
226	0.0553	1	0.0787
227	0.0000	0	0.0000
228	0.4439	1	0.6631
229	0.0000	0	0.1902
230	0.2050	1	0.4725
231	0.0000	0	0.4941
232	0.0000	0	0.0895
233	0.0000	0	0.0000
234	0.1264	2	0.6059
235	0.2976	1	0.5563
236	0.0000	0	0.0000
237	0.0000	0	0.0000
238	0.0000	0	0.0748
239	0.0000	0	0.5151
240	0.0000	0	0.0000
241	0.0000	0	0.0000
242	0.3599	1	0.2361
243	0.6260	1	0.4879
244	0.1104	1	0.0000
245	0.6885	1	0.7064
246	0.1143	1	0.1118
247	0.6250	1	0.7075
248	0.1263	1	0.4496
249	0.0000	0	0.1513
250	0.0614	1	0.1112
251	0.0793	1	0.1638
252	0.0910	1	0.1810
253	0.0000	0	0.0000
