t	shot_max_conf	shot_n	goal_max_conf
0	0.0000	0	0.0000
1	0.0000	0	0.0000
2	0.0000	0	0.0000
3	0.0000	0	0.0000
4	0.0000	0	0.0000
5	0.0000	0	0.0000
6	0.0000	0	0.0000
7	0.0000	0	0.0000
8	0.0000	0	0.0000
9	0.0000	0	0.0000
10	0.0000	0	0.0000
11	0.0000	0	0.0000
12	0.0000	0	0.0000
13	0.0000	0	0.0000
14	0.0000	0	0.0000
15	0.0000	0	0.0000
16	0.0000	0	0.0000
17	0.0000	0	0.0000
18	0.0000	0	0.0000
19	0.0000	0	0.0000
20	0.0000	0	0.0000
21	0.0000	0	0.0000
22	0.0000	0	0.0000
23	0.0000	0	0.0000
24	0.0000	0	0.0000
25	0.0000	0	0.0000
26	0.5196	1	0.7963
27	0.6680	1	0.8297
28	0.6934	1	0.8362
29	0.6756	1	0.9158
30	0.7706	1	0.9271
31	0.7224	1	0.9000
32	0.0000	0	0.0000
33	0.0000	0	0.0000
34	0.0000	0	0.0000
35	0.5905	1	0.9253
36	0.4652	1	0.9244
37	0.4604	1	0.9320
38	0.5634	1	0.9354
39	0.3250	1	0.9180
40	0.1142	1	0.8726
41	0.6400	1	0.8725
42	0.5366	1	0.8456
43	0.4575	1	0.7168
44	0.0000	0	0.7210
45	0.7573	1	0.7985
46	0.6711	1	0.8389
47	0.7563	1	0.8978
48	0.7258	1	0.9187
49	0.6861	1	0.9237
50	0.5918	1	0.9179
51	0.5462	1	0.9369
52	0.5302	1	0.9354
53	0.7259	1	0.8834
54	0.4045	1	0.8804
55	0.8114	1	0.8603
56	0.6083	1	0.8553
57	0.2917	1	0.9071
58	0.5750	1	0.9231
59	0.0000	0	0.0000
60	0.0000	0	0.0000
61	0.0000	0	0.0000
62	0.0000	0	0.0000
63	0.0000	0	0.0000
64	0.0000	0	0.0000
65	0.0000	0	0.0000
66	0.0000	0	0.6868
67	0.0000	0	0.8002
68	0.2978	1	0.8811
69	0.7641	1	0.8628
70	0.9182	1	0.8922
71	0.0000	0	0.0000
72	0.0000	0	0.0000
73	0.0000	0	0.0000
74	0.0000	0	0.5880
75	0.0000	0	0.7440
76	0.1989	1	0.6545
77	0.0000	0	0.0000
78	0.0000	0	0.0000
79	0.0000	0	0.0000
80	0.0000	0	0.7251
81	0.1223	2	0.8478
82	0.4496	1	0.8220
83	0.0000	0	0.0000
84	0.0000	0	0.0000
85	0.0000	0	0.0000
86	0.0000	0	0.0000
87	0.1665	1	0.5160
88	0.2062	1	0.4310
89	0.4841	1	0.8177
90	0.0000	0	0.6029
91	0.0000	0	0.6595
92	0.0000	0	0.5342
93	0.0000	0	0.5578
94	0.0000	0	0.5815
95	0.5050	1	0.7257
96	0.4360	1	0.7754
97	0.0837	1	0.7064
98	0.2170	1	0.7765
99	0.0000	0	0.0000
100	0.5751	1	0.8135
101	0.6171	1	0.8150
102	0.6553	1	0.8854
103	0.5445	1	0.9193
104	0.5719	1	0.9107
105	0.2520	1	0.8465
106	0.1126	1	0.9031
107	0.2324	1	0.4030
108	0.5615	2	0.6700
109	0.0000	0	0.8637
110	0.0000	0	0.0000
111	0.0000	0	0.0000
112	0.0000	0	0.0000
113	0.0000	0	0.3259
114	0.6265	1	0.9157
115	0.0000	0	0.0000
116	0.0000	0	0.7761
117	0.0000	0	0.0000
118	0.0000	0	0.0000
119	0.5156	1	0.6941
120	0.1138	1	0.5271
121	0.4000	1	0.8090
122	0.6167	2	0.8379
123	0.6423	1	0.7160
124	0.7717	1	0.7740
125	0.0000	0	0.2154
126	0.0000	0	0.5929
127	0.0000	0	0.7820
128	0.0000	0	0.4436
129	0.3306	1	0.8320
130	0.3319	1	0.8205
131	0.0000	0	0.8200
132	0.0000	0	0.8625
133	0.5606	1	0.8548
134	0.6447	1	0.8343
135	0.6598	1	0.8109
136	0.0000	0	0.8724
137	0.0000	0	0.8801
138	0.0000	0	0.8715
139	0.6223	3	0.7907
140	0.4901	1	0.8192
141	0.0000	0	0.8237
142	0.0000	0	0.8255
143	0.5838	1	0.8348
144	0.5938	1	0.7789
145	0.7610	1	0.8368
146	0.6911	1	0.8652
147	0.4755	1	0.8528
148	0.4945	1	0.8229
149	0.7750	1	0.9110
150	0.7674	1	0.9107
151	0.7634	1	0.9199
152	0.6127	1	0.9179
153	0.4181	1	0.9045
154	0.5322	1	0.8924
155	0.3926	1	0.7989
156	0.0000	0	0.8418
157	0.0000	0	0.0000
158	0.0000	0	0.0000
159	0.0000	0	0.0000
160	0.0000	0	0.0000
161	0.0000	0	0.0000
162	0.0000	0	0.0000
163	0.0000	0	0.0000
164	0.0000	0	0.0000
165	0.0000	0	0.0000
166	0.0000	0	0.0000
167	0.1042	1	0.7604
168	0.0000	0	0.7582
169	0.2487	1	0.5619
170	0.0000	0	0.3337
171	0.0000	0	0.4614
172	0.0000	0	0.4948
173	0.0000	0	0.6381
174	0.0000	0	0.5805
175	0.0000	0	0.7157
176	0.0000	0	0.6873
177	0.2757	1	0.7152
178	0.0000	0	0.5857
179	0.0000	0	0.5142
180	0.0000	0	0.7055
181	0.0000	0	0.5568
182	0.1335	1	0.3762
183	0.0000	0	0.3854
184	0.0000	0	0.7027
185	0.0000	0	0.6950
186	0.0000	0	0.7816
187	0.0000	0	0.7555
188	0.0000	0	0.4744
189	0.0641	1	0.5954
190	0.1436	1	0.7562
191	0.1596	1	0.5820
192	0.0000	0	0.1646
193	0.1600	1	0.5823
194	0.1462	1	0.7843
195	0.1858	1	0.6158
196	0.1213	1	0.6596
197	0.1724	1	0.7275
198	0.2486	1	0.7574
199	0.0000	0	0.6341
200	0.0000	0	0.7264
201	0.2167	1	0.8378
202	0.1480	1	0.7790
203	0.1431	1	0.7095
204	0.0000	0	0.7906
205	0.0000	0	0.8533
206	0.0000	0	0.8604
207	0.0000	0	0.8283
208	0.0000	0	0.2583
209	0.0000	0	0.0000
210	0.0000	0	0.4552
211	0.1293	1	0.6664
212	0.0668	1	0.7688
213	0.0000	0	0.6691
214	0.0000	0	0.7208
215	0.0000	0	0.7338
216	0.1242	1	0.7637
217	0.0000	0	0.0000
218	0.0000	0	0.0000
219	0.0000	0	0.0000
220	0.1415	1	0.8090
221	0.3163	1	0.7550
222	0.1831	1	0.5906
223	0.7297	1	0.7965
224	0.6930	1	0.8930
225	0.0000	0	0.5459
226	0.0000	0	0.0000
227	0.0000	0	0.0000
228	0.0000	0	0.0000
229	0.0000	0	0.0000
230	0.0000	0	0.7739
231	0.0000	0	0.5385
232	0.1525	1	0.8096
233	0.3952	1	0.5822
234	0.4839	1	0.6232
235	0.0000	0	0.4973
236	0.0000	0	0.6484
237	0.0000	0	0.7091
238	0.0000	0	0.7486
239	0.0912	1	0.6200
240	0.0000	0	0.6908
241	0.0975	1	0.6439
242	0.0000	0	0.6675
243	0.0000	0	0.8519
244	0.4957	1	0.7967
245	0.0000	0	0.0000
246	0.0000	0	0.0000
247	0.0000	0	0.0000
248	0.0000	0	0.0000
249	0.3749	1	0.6475
250	0.5206	1	0.8782
251	0.3270	1	0.8457
252	0.2644	1	0.8526
253	0.3182	1	0.8409
