t	shot_max_conf	shot_n	goal_max_conf
0	0.0000	0	0.0000
1	0.0000	0	0.0000
2	0.0000	0	0.0000
3	0.0000	0	0.0000
4	0.0000	0	0.0000
5	0.0000	0	0.0000
6	0.0000	0	0.0000
7	0.0000	0	0.0000
8	0.0000	0	0.0000
9	0.0000	0	0.0000
10	0.0000	0	0.0000
11	0.1327	1	0.7638
12	0.2984	1	0.6631
13	0.5390	1	0.4800
14	0.5337	1	0.5965
15	0.1261	1	0.8821
16	0.2281	1	0.8751
17	0.0000	0	0.0000
18	0.0000	0	0.0000
19	0.0000	0	0.0000
20	0.0000	0	0.0000
21	0.3947	1	0.8754
22	0.6114	1	0.8687
23	0.0000	0	0.8028
24	0.6920	1	0.8466
25	0.6161	1	0.9112
26	0.4480	1	0.9289
27	0.4303	1	0.8972
28	0.4738	1	0.8519
29	0.7738	1	0.8501
30	0.5443	1	0.8316
31	0.4986	1	0.8906
32	0.2462	1	0.8473
33	0.1332	1	0.9054
34	0.0000	0	0.0000
35	0.0000	0	0.0000
36	0.0000	0	0.0000
37	0.0000	0	0.0000
38	0.2532	1	0.9096
39	0.7278	1	0.8384
40	0.0000	0	0.6965
41	0.0000	0	0.6736
42	0.0000	0	0.8704
43	0.0000	0	0.8360
44	0.6245	1	0.8171
45	0.3457	1	0.9204
46	0.5106	1	0.9116
47	0.4492	1	0.9040
48	0.5044	1	0.9121
49	0.4422	1	0.8411
50	0.0000	0	0.8364
51	0.0000	0	0.6735
52	0.3093	1	0.7817
53	0.0000	0	0.5293
54	0.4706	1	0.8367
55	0.0555	1	0.7678
56	0.4279	1	0.8978
57	0.2216	1	0.8517
58	0.4524	1	0.8164
59	0.0000	0	0.0000
60	0.0000	0	0.0000
61	0.0000	0	0.0000
62	0.0000	0	0.0000
63	0.0000	0	0.8256
64	0.0000	0	0.8566
65	0.3560	1	0.8648
66	0.0000	0	0.8366
67	0.0673	1	0.8321
68	0.5199	1	0.8209
69	0.6048	1	0.6511
70	0.0000	0	0.8852
71	0.1491	1	0.8151
72	0.0000	0	0.7940
73	0.0000	0	0.7991
74	0.3844	1	0.8571
75	0.0000	0	0.8342
76	0.0000	0	0.8752
77	0.2125	1	0.8664
78	0.0697	1	0.8778
79	0.1324	1	0.8628
80	0.1675	1	0.8331
81	0.1320	1	0.8766
82	0.3610	1	0.7628
83	0.7128	1	0.8987
84	0.6198	1	0.9138
85	0.8090	1	0.9054
86	0.4657	1	0.9094
87	0.6037	1	0.9080
88	0.1087	1	0.8504
89	0.7385	2	0.7921
90	0.7919	1	0.8896
91	0.5993	1	0.8267
92	0.8598	1	0.9243
93	0.6535	1	0.9237
94	0.3519	1	0.8975
95	0.2298	1	0.8943
96	0.0000	0	0.0000
97	0.0000	0	0.0000
98	0.0000	0	0.0000
99	0.0000	0	0.0000
100	0.3348	1	0.8560
101	0.0000	0	0.7662
102	0.0000	0	0.5974
103	0.4159	1	0.7780
104	0.0562	1	0.7908
105	0.0000	0	0.8084
106	0.0000	0	0.0000
107	0.0000	0	0.0000
108	0.2140	1	0.8840
109	0.0000	0	0.2168
110	0.1388	1	0.8564
111	0.2686	1	0.9099
112	0.1939	1	0.9086
113	0.2654	1	0.8643
114	0.2804	1	0.8772
115	0.4902	1	0.9038
116	0.0656	1	0.2207
117	0.4795	1	0.9103
118	0.6041	1	0.8868
119	0.3859	1	0.9024
120	0.4647	1	0.6464
121	0.0558	1	0.8861
122	0.3191	1	0.8890
123	0.4040	1	0.8437
124	0.0000	0	0.0000
125	0.0000	0	0.0000
126	0.0000	0	0.0000
127	0.0000	0	0.0000
128	0.0000	0	0.0000
129	0.0000	0	0.0000
130	0.0000	0	0.0000
131	0.0000	0	0.0000
132	0.0000	0	0.0000
133	0.0000	0	0.2116
134	0.5682	1	0.8885
135	0.5727	1	0.9231
136	0.4896	1	0.9191
137	0.2797	1	0.9306
138	0.3407	1	0.9396
139	0.0000	0	0.5612
140	0.0000	0	0.0000
141	0.0000	0	0.0000
142	0.0000	0	0.0000
143	0.0000	0	0.0000
144	0.0000	0	0.0000
145	0.0000	0	0.0000
146	0.0000	0	0.0000
147	0.0000	0	0.0000
148	0.0000	0	0.0000
149	0.0000	0	0.0000
150	0.0000	0	0.0000
151	0.0000	0	0.0000
152	0.1091	1	0.8970
153	0.0000	0	0.7920
154	0.3416	1	0.9271
155	0.4735	1	0.9114
156	0.4668	1	0.8465
157	0.6723	1	0.8232
158	0.4872	1	0.8700
159	0.3815	1	0.9020
160	0.2627	1	0.8988
161	0.7328	1	0.8049
162	0.0000	0	0.0000
163	0.7418	3	0.9043
164	0.8318	1	0.8888
165	0.3902	1	0.9235
166	0.0000	0	0.0000
167	0.0000	0	0.0000
168	0.0000	0	0.0000
169	0.0000	0	0.0000
170	0.0000	0	0.0000
171	0.0000	0	0.0000
172	0.0000	0	0.0000
173	0.0000	0	0.0000
174	0.0000	0	0.0000
175	0.0000	0	0.0000
176	0.0000	0	0.0000
177	0.0000	0	0.0000
178	0.0000	0	0.0000
179	0.0000	0	0.0000
180	0.0000	0	0.0000
181	0.5424	1	0.9291
182	0.8047	1	0.8323
183	0.5562	1	0.7960
184	0.1908	1	0.6473
185	0.6450	1	0.8101
186	0.3789	1	0.6298
187	0.0000	0	0.5809
188	0.0000	0	0.7661
189	0.2763	1	0.8265
190	0.2548	1	0.8213
191	0.0000	0	0.4606
192	0.0000	0	0.0000
193	0.0000	0	0.0000
194	0.0000	0	0.3007
195	0.0000	0	0.6776
196	0.4375	1	0.8714
197	0.8320	1	0.8930
198	0.3612	1	0.8123
199	0.0616	1	0.8229
200	0.6452	1	0.8927
201	0.0000	0	0.7965
202	0.3435	1	0.8676
203	0.4907	1	0.8988
204	0.0000	0	0.0000
205	0.0000	0	0.0000
206	0.0000	0	0.0000
207	0.0000	0	0.0000
208	0.0000	0	0.0000
209	0.1396	1	0.8446
210	0.6392	1	0.8482
211	0.0000	0	0.0000
212	0.2824	1	0.8274
213	0.4920	1	0.9204
214	0.5009	1	0.9233
215	0.3696	1	0.9170
216	0.0000	0	0.0000
217	0.0000	0	0.0000
218	0.0000	0	0.0000
219	0.7005	1	0.8870
220	0.3993	1	0.8603
221	0.0000	0	0.8698
222	0.7592	1	0.8551
223	0.1792	1	0.2219
224	0.2418	1	0.8954
225	0.0000	0	0.0000
226	0.0000	0	0.0000
227	0.1847	1	0.3332
228	0.0795	1	0.0798
229	0.5299	1	0.8337
230	0.1853	1	0.6308
231	0.0000	0	0.0000
232	0.3764	2	0.8833
233	0.2900	1	0.8936
234	0.2593	1	0.8103
235	0.3782	1	0.8195
236	0.3977	1	0.8462
237	0.4773	1	0.8587
238	0.1118	1	0.5260
239	0.7093	1	0.9161
240	0.2814	1	0.9221
241	0.0000	0	0.0000
242	0.0000	0	0.2693
243	0.0959	1	0.9418
244	0.0587	1	0.9177
245	0.7239	2	0.9042
246	0.3103	1	0.8704
247	0.3531	1	0.8795
248	0.5247	1	0.8905
249	0.2154	1	0.9226
250	0.0782	1	0.9328
251	0.0000	0	0.0000
252	0.0000	0	0.0000
253	0.0000	0	0.0000
