t	shot_max_conf	shot_n	goal_max_conf
0	0.0000	0	0.0000
1	0.0000	0	0.0000
2	0.0000	0	0.0000
3	0.0000	0	0.0764
4	0.0000	0	0.1053
5	0.0000	0	0.1388
6	0.1923	1	0.0518
7	0.0000	0	0.1698
8	0.0000	0	0.0000
9	0.0000	0	0.0000
10	0.0000	0	0.0000
11	0.0994	1	0.4335
12	0.0000	0	0.4436
13	0.0000	0	0.3914
14	0.0000	0	0.0000
15	0.0000	0	0.2461
16	0.0000	0	0.0000
17	0.0000	0	0.2041
18	0.0000	0	0.0502
19	0.0000	0	0.0000
20	0.0000	0	0.0000
21	0.0892	1	0.0000
22	0.0000	0	0.1148
23	0.0000	0	0.4784
24	0.4067	1	0.4365
25	0.0000	0	0.3020
26	0.0000	0	0.3780
27	0.0000	0	0.2362
28	0.0000	0	0.0734
29	0.0000	0	0.0000
30	0.0000	0	0.0000
31	0.0000	0	0.1343
32	0.0750	2	0.0000
33	0.0000	0	0.4036
34	0.0000	0	0.1591
35	0.5708	1	0.6391
36	0.0000	0	0.1441
37	0.0575	1	0.1132
38	0.4996	1	0.6507
39	0.0000	0	0.0825
40	0.0000	0	0.1911
41	0.0000	0	0.0000
42	0.0000	0	0.0000
43	0.0000	0	0.2315
44	0.0000	0	0.1842
45	0.0000	0	0.0000
46	0.0000	0	0.0000
47	0.0000	0	0.0000
48	0.0000	0	0.0000
49	0.0000	0	0.0000
50	0.0000	0	0.0000
51	0.0000	0	0.0000
52	0.0000	0	0.0000
53	0.0000	0	0.0000
54	0.0000	0	0.0951
55	0.1015	1	0.2807
56	0.0000	0	0.1636
57	0.0000	0	0.6406
58	0.1865	1	0.6178
59	0.0603	1	0.5466
60	0.0000	0	0.4865
61	0.0699	1	0.1289
62	0.0845	1	0.0728
63	0.2960	1	0.6199
64	0.3855	1	0.6297
65	0.4726	2	0.3755
66	0.0572	1	0.0596
67	0.1118	1	0.0525
68	0.4920	2	0.7778
69	0.5440	1	0.4215
70	0.3027	2	0.3314
71	0.0000	0	0.1374
72	0.0000	0	0.0000
73	0.1479	1	0.4473
74	0.0000	0	0.0000
75	0.0000	0	0.0000
76	0.0000	0	0.0000
77	0.0000	0	0.0000
78	0.0000	0	0.6884
79	0.0000	0	0.2054
80	0.0000	0	0.0000
81	0.0000	0	0.2663
82	0.0000	0	0.1884
83	0.0000	0	0.0729
84	0.4659	2	0.5592
85	0.0000	0	0.0000
86	0.0571	1	0.5648
87	0.6635	2	0.6484
88	0.0555	1	0.0561
89	0.0516	1	0.1219
90	0.0000	0	0.0000
91	0.0000	0	0.7087
92	0.1624	2	0.4900
93	0.1967	1	0.5403
94	0.2075	1	0.4620
95	0.3483	1	0.8001
96	0.2811	1	0.6039
97	0.0000	0	0.4222
98	0.0000	0	0.0000
99	0.3509	1	0.2266
100	0.0000	0	0.1829
101	0.0000	0	0.0000
102	0.0000	0	0.0000
103	0.0000	0	0.0000
104	0.0000	0	0.0000
105	0.0000	0	0.0000
106	0.0000	0	0.0000
107	0.0000	0	0.0000
108	0.0000	0	0.0000
109	0.0000	0	0.0000
110	0.0000	0	0.0000
111	0.0000	0	0.0000
112	0.0000	0	0.0000
113	0.0000	0	0.0000
114	0.0000	0	0.0000
115	0.0000	0	0.0000
116	0.0000	0	0.0000
117	0.0000	0	0.0000
118	0.0000	0	0.0000
119	0.0000	0	0.0000
120	0.0000	0	0.0000
121	0.0000	0	0.0000
122	0.0000	0	0.0000
123	0.0000	0	0.0000
124	0.0000	0	0.0000
125	0.0000	0	0.0000
126	0.0000	0	0.0000
127	0.0000	0	0.0000
128	0.0000	0	0.2654
129	0.0000	0	0.0000
130	0.0000	0	0.0869
131	0.5616	1	0.7598
132	0.0000	0	0.4977
133	0.0919	2	0.6068
134	0.0742	1	0.0000
135	0.1743	1	0.1278
136	0.2616	2	0.5311
137	0.3555	1	0.5105
138	0.0613	1	0.1887
139	0.0000	0	0.0943
140	0.0000	0	0.0000
141	0.0000	0	0.0000
142	0.0000	0	0.0000
143	0.0000	0	0.0000
144	0.0000	0	0.0000
145	0.0000	0	0.0000
146	0.0000	0	0.0000
147	0.4387	1	0.6975
148	0.0647	1	0.2565
149	0.1659	2	0.5730
150	0.0000	0	0.0000
151	0.0000	0	0.0000
152	0.0000	0	0.0000
153	0.0000	0	0.0000
154	0.0000	0	0.0566
155	0.0000	0	0.1972
156	0.0000	0	0.0000
157	0.0000	0	0.0000
158	0.0000	0	0.2959
159	0.0000	0	0.1800
160	0.0000	0	0.0738
161	0.2223	1	0.2422
162	0.1199	1	0.3321
163	0.0819	1	0.1087
164	0.0676	1	0.0935
165	0.0000	0	0.1814
166	0.0000	0	0.3692
167	0.0578	1	0.4493
168	0.7989	3	0.8275
169	0.0000	0	0.0000
170	0.4755	2	0.6414
171	0.0000	0	0.0577
172	0.7416	3	0.7735
173	0.0690	2	0.5212
174	0.3218	1	0.4127
175	0.0000	0	0.2016
176	0.0000	0	0.4367
177	0.0000	0	0.0000
178	0.0000	0	0.0000
179	0.4993	1	0.8177
180	0.0000	0	0.0842
181	0.1531	2	0.7988
182	0.4874	1	0.5684
183	0.6635	1	0.7927
184	0.3248	1	0.5925
185	0.6199	1	0.7613
186	0.4262	1	0.7868
187	0.6240	1	0.7754
188	0.5751	1	0.7660
189	0.4160	1	0.3999
190	0.6155	1	0.5299
191	0.1358	2	0.2766
192	0.0000	0	0.0000
193	0.0000	0	0.0000
194	0.0000	0	0.0000
195	0.0000	0	0.0000
196	0.0000	0	0.0000
197	0.0000	0	0.0000
198	0.0000	0	0.7596
199	0.3113	2	0.4469
200	0.3094	2	0.4907
201	0.5348	2	0.7350
202	0.3617	2	0.7497
203	0.3294	2	0.7524
204	0.1469	1	0.7129
205	0.0743	1	0.1692
206	0.1447	1	0.3968
207	0.1126	1	0.4663
208	0.1116	1	0.4837
209	0.1138	1	0.5241
210	0.1599	1	0.6645
211	0.1612	1	0.5851
212	0.4522	1	0.8469
213	0.6854	1	0.8212
214	0.1605	1	0.2227
215	0.3450	2	0.3857
216	0.2193	1	0.6635
217	0.0000	0	0.8196
218	0.0000	0	0.8697
219	0.0000	0	0.6368
220	0.0000	0	0.0000
221	0.0000	0	0.0000
222	0.0000	0	0.0000
223	0.0000	0	0.0000
224	0.1097	1	0.5784
225	0.0000	0	0.0000
226	0.0000	0	0.0000
227	0.0000	0	0.0000
228	0.0000	0	0.0000
229	0.0000	0	0.0899
230	0.0000	0	0.5198
231	0.0000	0	0.1661
232	0.0000	0	0.0793
233	0.0000	0	0.4365
234	0.0587	1	0.1950
235	0.0534	1	0.0623
236	0.0000	0	0.1260
237	0.0864	1	0.2362
238	0.0000	0	0.0000
239	0.1810	1	0.2021
240	0.3105	1	0.2514
241	0.5081	1	0.5921
242	0.5680	1	0.5657
243	0.4188	1	0.7561
244	0.4203	1	0.6446
245	0.2998	1	0.4918
246	0.3788	1	0.5568
247	0.3285	1	0.4061
248	0.3008	2	0.6082
249	0.4876	2	0.7731
250	0.0000	0	0.0000
251	0.0000	0	0.0000
252	0.1423	1	0.3108
253	0.0000	0	0.0000
